
model/honest.txt 21 :	1 2 5 1 2 2 5 5 3 4 3 5 5 4 2 6 6 4 1 1 3 3 6 2 5 6 3 2 1 6 3 4 4 1 3 1 5 6 1 5 6 5 2 5 4 5 4 6 3 4 3 5 3 5 1 5 6 4 5 6 2 4 3 3 5 3 4 2 6 1 1 1 6 2 6 5 3 2 5 6 5 1 5 1 1 1 2 1 1 3 5 3 2 4 3 6 4 3 1 4 
model/honest.txt 22 :	3 1 2 1 6 1 4 3 1 1 1 4 5 1 5 2 6 2 1 5 4 6 3 1 1 5 4 3 3 6 5 3 5 1 1 6 6 1 3 6 6 4 1 4 2 6 2 4 4 3 3 1 5 2 5 3 4 2 1 1 2 4 6 5 6 4 4 1 6 4 1 5 3 4 1 1 3 4 6 2 1 5 6 4 4 1 1 2 5 4 6 1 1 4 3 3 3 3 6 6 
model/honest.txt 23 :	6 4 3 5 1 6 5 3 2 4 5 4 4 2 1 6 5 2 2 6 6 2 5 1 6 5 1 6 3 3 2 5 2 2 5 5 3 2 2 1 3 2 4 1 1 5 6 5 6 5 2 3 3 5 1 6 5 2 4 5 3 1 4 6 4 4 4 5 5 1 6 3 1 2 6 6 3 3 5 2 3 6 1 6 5 2 5 4 4 6 4 2 2 4 3 2 3 1 5 1 
model/honest.txt 24 :	6 6 1 3 2 5 5 5 1 6 6 4 3 2 3 5 3 3 1 6 4 3 3 6 3 6 4 4 1 6 2 4 5 5 3 5 5 3 1 2 2 1 2 4 5 2 5 1 4 4 3 4 5 1 2 6 1 4 5 4 4 1 3 6 5 1 4 1 2 1 3 2 1 2 6 1 3 6 5 1 3 3 5 5 5 4 3 3 1 1 4 4 1 5 2 1 1 6 1 4 
model/honest.txt 25 :	2 4 2 4 6 3 5 1 5 3 2 6 4 3 5 2 3 1 2 4 2 5 1 2 6 5 4 1 2 4 1 6 5 4 5 1 1 4 2 5 2 2 6 4 4 2 3 3 2 4 2 4 3 2 5 1 3 6 3 4 1 1 1 2 1 5 5 6 4 4 6 4 1 5 1 5 5 3 1 5 6 2 2 5 4 6 4 1 1 3 5 1 2 3 6 2 1 2 2 1 
model/honest.txt 26 :	4 1 6 3 6 2 4 6 1 3 1 2 3 1 6 2 5 3 3 1 3 3 6 3 4 2 2 1 3 1 2 1 4 3 6 6 1 3 4 6 4 4 3 5 6 1 2 3 2 2 4 4 3 2 6 2 6 4 4 2 4 6 2 6 3 5 4 2 6 2 4 6 3 5 2 4 4 3 1 5 3 3 5 5 6 5 5 1 1 3 4 5 2 4 3 1 2 5 3 6 
model/honest.txt 27 :	6 5 4 3 1 2 3 1 6 5 2 2 3 2 2 6 6 2 6 4 6 2 4 2 4 6 1 2 4 6 3 2 5 3 4 3 6 3 3 4 5 5 5 6 6 4 1 2 2 6 4 2 1 5 6 3 2 6 1 2 3 5 6 4 4 3 6 6 6 2 3 6 3 4 5 4 5 2 1 1 3 5 2 6 3 6 3 3 3 4 3 6 1 3 1 1 4 3 6 3 
model/honest.txt 28 :	2 3 6 4 4 4 2 4 1 1 5 4 4 5 5 5 4 3 4 3 3 3 4 3 2 6 1 6 3 1 2 5 4 3 5 6 3 3 6 4 1 3 3 4 6 2 5 2 6 3 5 2 2 4 6 2 5 3 4 1 4 2 5 1 1 1 6 2 1 4 2 2 6 4 1 4 5 2 6 4 6 3 4 4 6 3 3 6 3 4 4 1 6 6 2 4 2 6 2 3 
model/honest.txt 29 :	2 2 1 6 1 3 4 3 4 4 3 1 5 2 5 2 6 2 4 3 2 6 1 6 4 2 5 2 1 3 5 2 3 6 3 3 6 2 1 1 6 3 1 6 5 4 6 2 3 5 2 4 3 6 3 6 6 5 4 4 5 5 2 3 3 1 5 1 1 2 5 3 2 4 4 1 5 3 5 6 3 3 6 2 5 2 5 5 6 6 3 4 5 2 6 1 4 1 5 1 
model/honest.txt 30 :	5 3 1 6 1 3 5 4 3 5 1 5 5 4 6 2 3 6 6 6 1 3 5 5 5 5 3 5 2 2 1 2 6 1 5 5 3 3 3 2 5 1 4 2 3 5 1 4 3 2 5 5 6 6 4 5 4 3 5 5 3 3 4 1 1 4 3 4 1 5 4 5 4 5 4 4 3 1 5 5 5 2 3 2 2 1 4 5 6 3 6 5 2 5 6 2 3 5 3 1 
model/honest.txt 31 :	4 5 1 5 4 1 6 5 4 5 5 6 4 1 4 4 3 5 4 5 4 5 1 5 3 2 1 2 2 1 1 2 5 5 1 3 1 6 2 5 5 2 2 6 4 3 4 3 2 2 6 5 2 2 2 2 1 1 1 3 4 1 4 5 2 3 3 4 4 6 4 1 6 3 5 1 3 2 2 5 2 1 5 6 6 2 2 5 4 6 3 4 3 4 1 4 4 4 1 1 
model/honest.txt 32 :	2 5 6 1 2 2 5 5 1 1 1 3 1 4 2 3 3 4 1 4 5 6 3 3 4 5 2 5 5 1 1 3 4 6 2 5 1 2 6 2 5 5 4 6 6 6 3 4 1 5 3 2 1 5 2 1 3 6 2 5 4 4 2 1 5 4 1 6 4 4 4 2 1 2 5 3 3 4 2 1 3 3 3 1 6 5 6 3 1 1 4 4 6 6 5 2 3 5 2 6 
model/honest.txt 33 :	2 2 1 6 6 3 2 3 5 2 3 6 1 5 1 3 6 1 4 5 3 5 1 6 2 5 6 5 2 4 3 3 3 5 2 5 5 2 1 6 3 6 1 6 1 5 1 6 4 3 1 6 2 4 6 6 5 6 5 5 3 6 4 5 2 3 1 2 5 4 1 4 6 2 3 1 6 2 4 2 3 4 1 3 2 4 4 4 6 3 6 5 2 4 2 5 2 4 1 5 
model/honest.txt 34 :	3 6 6 2 3 2 6 6 2 1 2 2 1 6 1 2 5 4 1 5 1 3 1 2 6 4 4 4 1 3 5 6 6 6 5 3 2 5 3 2 4 2 6 3 3 3 1 1 5 1 1 4 1 4 3 6 2 1 1 1 4 1 3 3 4 1 5 5 3 2 1 3 5 4 3 5 6 4 2 3 3 6 5 3 6 6 4 1 4 5 2 3 5 6 5 2 3 3 2 5 
model/honest.txt 35 :	6 6 5 2 5 3 5 3 2 4 6 5 5 6 6 2 1 1 3 4 1 2 5 1 3 3 5 4 1 1 1 5 1 3 5 5 1 1 6 4 2 5 4 2 6 4 1 3 1 6 6 5 5 1 4 2 6 3 2 2 3 2 2 1 4 1 4 3 4 3 6 1 1 1 1 5 5 6 4 5 5 6 3 2 5 5 1 1 4 5 4 5 5 2 4 2 2 5 6 2 
model/honest.txt 36 :	5 2 2 2 5 1 2 1 6 6 3 2 5 6 6 4 3 5 2 6 6 6 1 5 2 3 4 1 2 2 5 2 4 2 6 5 5 2 3 1 6 5 5 6 1 4 1 5 2 6 3 2 4 5 5 5 4 5 2 1 5 4 1 4 3 2 1 5 2 5 3 3 5 5 3 1 3 6 6 5 4 1 1 2 4 2 5 2 3 5 5 4 5 1 1 3 6 3 6 1 
model/honest.txt 37 :	3 3 3 6 6 4 5 3 3 3 5 2 2 1 4 2 3 3 6 6 1 6 1 5 5 2 3 3 5 2 2 1 2 4 1 3 1 2 4 2 6 4 1 2 1 5 1 6 3 6 1 3 5 6 3 6 5 2 1 1 6 4 1 6 5 6 6 2 6 6 6 6 2 6 2 6 6 4 1 4 5 6 1 2 6 4 2 1 6 1 3 4 6 3 2 1 6 5 1 3 
model/honest.txt 38 :	4 6 4 1 5 3 4 4 5 2 3 2 3 4 1 1 5 5 6 3 4 2 5 1 6 2 6 6 4 5 6 2 1 4 3 1 3 5 4 4 4 4 2 5 1 4 1 4 2 2 3 5 4 4 1 6 2 3 6 5 4 1 3 5 3 3 6 1 4 3 4 6 5 2 2 4 2 2 1 2 4 4 3 6 1 4 3 1 6 4 3 2 3 4 3 3 3 3 4 1 
model/honest.txt 39 :	3 5 1 3 2 6 5 6 3 4 6 6 3 4 6 4 4 5 2 4 2 5 6 3 1 4 6 6 3 3 4 1 5 5 6 2 1 2 2 1 2 2 6 3 3 5 2 1 2 4 1 6 5 1 2 5 6 2 6 5 1 4 1 1 6 1 3 5 4 6 2 2 5 3 3 2 5 3 4 2 6 4 2 1 3 4 3 5 5 5 4 1 2 3 6 5 1 4 1 4 
model/honest.txt 40 :	3 1 4 1 1 2 4 2 6 5 3 5 3 3 5 3 6 2 4 2 5 5 4 5 2 3 6 1 2 5 4 5 1 3 4 4 1 4 3 5 1 2 2 2 6 5 2 3 3 5 6 4 6 6 2 2 6 3 2 1 3 6 3 3 4 4 4 1 5 3 2 3 4 1 1 5 1 1 4 3 5 1 2 6 2 3 4 1 5 5 5 1 4 2 2 5 2 6 3 4 
model/honest.txt 41 :	3 6 4 3 1 1 3 4 6 2 1 3 3 4 2 5 5 2 1 5 6 4 2 3 5 6 4 5 1 1 3 4 4 1 4 5 2 1 4 1 6 5 3 3 3 1 2 1 4 2 3 6 2 5 1 1 2 4 6 3 3 3 4 6 6 1 1 3 1 2 2 3 2 1 4 2 4 4 6 5 2 5 4 1 2 6 5 2 6 6 5 4 1 4 6 6 2 5 4 4 
model/honest.txt 42 :	3 2 4 5 1 4 3 6 4 2 6 5 2 5 5 2 6 6 5 4 1 3 3 5 2 3 4 6 4 2 1 3 5 5 2 2 6 5 1 4 4 2 5 5 5 4 5 4 6 3 4 5 3 5 2 4 5 5 4 2 4 6 4 4 5 1 1 5 4 1 5 4 4 1 5 4 6 4 5 3 5 1 6 3 6 2 2 3 5 2 1 6 1 5 3 2 4 2 2 1 
model/honest.txt 43 :	5 6 5 2 3 5 1 1 3 2 1 2 3 5 5 2 5 5 5 1 6 1 1 2 6 1 3 2 2 1 2 5 4 1 6 3 3 2 5 3 4 4 4 5 4 2 1 3 6 6 6 3 4 5 2 6 2 2 6 6 6 4 5 6 3 3 5 3 3 2 5 2 4 2 3 3 1 1 1 1 2 5 2 3 6 5 3 6 5 3 2 5 4 3 1 3 4 2 4 4 
model/honest.txt 44 :	2 5 1 2 1 4 3 5 5 3 2 6 4 6 5 3 3 2 2 4 4 5 6 2 2 1 6 5 3 5 1 1 4 4 1 3 1 2 3 2 2 4 3 2 6 2 1 6 2 4 1 1 6 6 2 4 3 1 5 4 2 4 4 6 1 3 4 4 5 2 3 1 6 3 3 2 6 6 6 2 3 2 3 2 6 3 2 2 3 2 3 1 2 6 2 4 4 2 1 6 
model/honest.txt 45 :	5 5 5 1 4 1 2 2 6 4 5 2 3 6 5 4 3 1 5 5 6 4 4 5 2 5 3 6 1 5 6 4 1 5 1 1 3 2 2 5 1 4 1 5 1 6 6 1 3 2 6 1 1 6 5 2 3 5 6 6 6 2 2 1 2 5 3 4 1 6 1 5 4 6 4 6 1 5 4 4 3 3 4 1 6 6 5 1 5 2 5 1 2 2 6 6 2 5 6 2 
model/honest.txt 46 :	6 6 3 1 2 4 2 6 3 3 5 6 1 3 3 2 5 6 5 1 5 2 5 3 6 5 1 4 4 5 2 2 3 6 6 5 1 3 5 6 3 5 1 5 6 2 2 1 4 1 5 4 4 6 4 6 6 6 3 2 5 3 5 2 6 5 6 1 1 3 6 3 5 4 3 5 5 4 3 4 4 6 3 4 3 6 6 2 1 5 3 5 3 4 6 3 3 3 3 6 
model/honest.txt 47 :	3 1 1 4 5 3 4 5 2 2 5 1 2 3 5 4 2 5 2 2 3 5 4 5 5 4 2 6 6 4 5 3 4 3 6 3 3 3 2 5 5 6 3 3 2 1 5 3 4 1 4 6 2 4 4 4 4 3 3 4 2 6 3 3 1 2 5 3 6 6 2 1 2 1 2 2 1 1 2 4 6 6 3 3 1 4 5 4 6 1 2 1 1 2 6 5 4 3 1 3 
model/honest.txt 48 :	3 4 1 6 1 6 1 3 1 4 5 3 3 1 5 2 5 3 4 1 3 6 6 2 6 2 4 3 1 3 6 4 2 4 3 6 5 4 1 4 3 1 6 1 5 4 2 5 3 4 1 6 2 5 4 5 2 4 1 6 2 5 2 6 6 6 4 1 6 5 3 4 3 6 1 1 1 6 4 6 6 5 1 2 6 1 4 6 6 4 2 3 6 6 1 4 1 4 4 6 
model/honest.txt 49 :	2 4 2 6 1 3 6 4 1 1 6 3 2 6 5 2 2 3 2 3 6 5 5 1 1 6 6 5 6 2 1 6 1 6 3 4 6 1 4 2 4 1 5 6 3 4 6 4 4 5 4 4 2 2 2 3 1 4 5 2 6 1 4 1 6 4 4 1 1 6 4 1 1 3 3 2 3 4 4 1 5 3 1 4 5 2 1 1 1 3 1 4 1 2 3 2 1 3 6 4 
model/honest.txt 50 :	3 6 4 2 3 6 3 3 2 4 6 2 1 4 1 2 4 5 3 1 5 3 4 3 1 6 4 4 3 4 1 2 6 5 1 3 4 4 1 2 6 3 2 5 6 2 6 5 4 2 3 3 1 2 2 2 1 1 6 4 1 2 4 6 2 2 2 5 2 1 6 5 1 1 6 5 3 5 3 3 4 5 4 3 4 5 6 4 2 1 4 1 2 4 4 5 1 4 5 1 
model/honest.txt 51 :	3 6 4 2 3 4 4 4 3 1 5 5 5 5 5 6 6 6 1 4 5 2 4 2 5 1 2 1 3 4 5 6 4 4 3 4 6 4 2 1 2 4 2 6 1 1 6 3 6 4 6 3 3 3 4 1 2 5 4 6 4 6 3 2 6 2 6 6 5 1 2 5 4 5 3 6 6 6 6 5 3 4 5 6 4 4 2 6 1 4 3 1 5 3 1 4 4 1 4 4 
model/honest.txt 52 :	2 5 4 2 6 3 2 3 4 6 3 6 4 3 4 3 4 1 4 6 3 5 5 1 5 3 5 4 5 4 6 4 4 5 2 6 4 4 2 6 6 4 2 3 1 2 6 4 5 4 2 4 3 1 4 4 4 5 3 2 2 5 5 4 4 2 6 1 2 1 2 5 6 1 4 5 2 2 3 4 5 2 4 3 2 4 3 1 1 6 1 4 3 5 1 6 6 4 6 3 
model/honest.txt 53 :	6 4 2 4 1 6 4 2 4 5 6 2 2 2 6 6 3 4 2 2 1 4 1 6 4 1 4 1 2 1 3 1 3 4 6 1 6 3 3 3 5 3 3 1 1 4 4 1 2 1 2 3 4 4 5 1 2 6 1 1 1 1 6 2 3 3 5 6 1 6 4 4 3 5 6 6 4 4 4 5 6 2 4 1 3 2 4 4 3 3 4 4 3 3 3 1 4 3 2 2 
model/honest.txt 54 :	2 6 2 4 3 3 1 6 4 4 5 6 2 4 5 6 2 1 2 2 5 4 1 6 1 5 5 5 3 2 6 2 5 1 5 2 3 4 6 6 5 1 4 3 6 1 1 4 6 2 4 3 4 1 2 4 4 4 5 6 1 3 1 1 5 5 1 6 2 5 6 3 5 4 5 4 2 2 6 3 4 4 1 6 5 2 5 6 5 4 2 6 3 1 4 1 4 2 5 3 
model/honest.txt 55 :	3 4 3 5 4 6 5 1 1 5 6 1 4 2 4 5 5 3 4 2 2 3 6 1 2 2 4 3 5 1 2 2 4 2 4 4 2 1 3 1 2 5 1 1 3 5 5 5 5 3 3 4 2 2 6 3 5 5 5 5 1 3 6 4 3 1 5 2 3 4 3 5 2 6 4 4 1 1 2 4 2 2 2 2 1 4 5 1 4 6 5 4 1 3 3 5 2 1 5 6 
model/honest.txt 56 :	3 4 1 4 2 1 3 6 1 2 1 2 4 6 1 3 4 3 5 5 5 4 2 6 3 6 2 1 5 5 4 4 2 6 3 4 1 3 6 1 6 4 4 5 1 1 2 1 3 1 1 2 5 1 2 1 4 6 1 1 5 2 2 1 6 5 3 3 6 4 5 6 4 3 4 6 1 1 6 1 6 1 6 4 1 6 4 2 6 1 5 4 3 4 4 4 5 6 6 1 
model/honest.txt 57 :	5 4 3 4 6 3 5 5 6 2 5 4 1 2 5 1 2 5 2 2 1 2 3 5 6 1 6 1 4 3 4 6 2 4 2 3 5 5 1 6 6 4 4 1 6 6 4 2 1 5 4 4 1 5 4 1 6 2 2 5 6 4 2 1 3 2 3 2 4 5 5 2 2 2 6 2 2 3 5 4 5 3 2 1 5 3 4 2 1 6 5 5 6 2 4 1 1 2 1 3 
model/honest.txt 58 :	6 5 4 4 5 3 2 6 6 3 1 1 3 1 1 2 2 4 4 2 1 5 3 1 4 2 5 4 6 3 6 6 5 5 1 6 3 1 6 2 2 1 3 1 3 5 3 4 1 1 3 4 6 6 3 3 5 1 1 5 3 5 4 2 3 6 3 5 3 1 2 6 4 4 2 2 1 1 1 1 6 3 1 4 6 4 3 1 6 1 6 2 3 3 4 1 5 4 2 4 
model/honest.txt 59 :	6 5 6 5 5 4 4 5 2 2 2 2 4 3 1 1 5 2 5 6 2 6 5 5 6 3 3 5 2 3 6 1 4 6 5 3 1 4 1 1 5 4 2 5 2 2 2 5 5 3 6 3 1 3 3 5 1 5 6 3 4 2 3 6 2 4 3 1 6 5 6 3 4 3 5 5 6 1 6 5 2 4 3 2 3 1 1 5 1 3 5 3 6 4 4 4 3 6 3 2 
model/honest.txt 60 :	2 6 2 2 6 1 5 2 5 5 4 2 5 6 3 2 3 3 4 3 2 3 6 3 6 4 6 3 4 2 1 1 2 4 2 6 6 4 5 3 6 1 2 3 6 1 3 5 4 4 1 4 5 1 5 4 5 5 3 6 2 1 4 3 1 4 4 2 6 5 4 2 4 3 4 2 1 1 5 3 6 3 4 2 1 2 5 3 6 3 4 2 5 1 3 6 4 3 2 6 
model/honest.txt 61 :	4 3 1 3 6 4 6 3 1 3 4 3 5 1 1 4 2 1 6 3 1 3 1 4 2 1 1 3 6 6 6 2 1 5 6 1 6 6 1 2 3 4 2 6 5 3 3 2 2 4 1 3 5 2 5 4 2 2 3 5 6 6 3 6 6 3 4 4 5 2 3 3 3 5 4 1 2 2 2 3 2 2 2 3 1 5 3 4 3 6 6 6 4 6 4 4 3 4 5 3 
model/honest.txt 62 :	5 6 6 4 4 5 1 6 3 2 1 2 5 6 4 2 2 2 6 4 4 2 2 3 3 4 5 6 4 4 1 2 4 3 1 4 4 2 6 4 6 6 4 4 1 1 1 5 3 1 4 4 4 4 3 1 1 5 2 4 5 4 6 4 4 2 4 1 6 6 2 5 2 3 4 2 2 6 1 6 2 1 5 2 3 5 5 2 5 5 6 5 1 3 1 3 5 4 5 1 
model/honest.txt 63 :	5 6 1 3 4 4 3 4 6 4 1 1 2 2 4 6 3 6 2 1 2 3 2 2 1 3 1 2 6 5 5 3 2 5 1 2 1 6 2 5 2 5 1 6 4 5 3 6 6 5 6 5 3 5 5 4 4 5 3 4 6 3 1 5 1 4 1 6 1 6 1 2 3 2 3 5 6 5 1 6 3 3 4 6 1 3 3 6 4 5 1 5 6 2 6 6 1 6 5 4 
model/honest.txt 64 :	1 4 2 4 4 3 3 6 4 4 6 2 4 2 4 1 1 3 4 1 6 6 6 3 2 2 3 2 1 6 4 2 2 6 1 6 4 3 1 4 1 3 3 2 1 6 5 3 6 6 2 6 6 6 1 2 6 2 1 1 6 5 1 2 5 4 1 6 2 3 4 2 3 5 4 2 6 4 4 3 2 5 5 3 3 2 1 3 3 3 1 5 5 6 4 5 3 3 1 4 
model/honest.txt 65 :	4 2 2 2 3 2 3 5 1 1 1 2 6 5 2 1 3 4 1 4 5 6 1 3 4 2 3 6 5 4 1 5 3 1 5 3 5 6 1 5 5 6 6 1 2 4 5 6 6 5 2 5 4 4 6 6 1 1 4 3 3 6 5 6 1 2 3 6 5 2 5 2 6 6 1 6 4 2 5 3 5 5 6 6 4 1 4 6 6 3 5 3 2 3 6 2 1 6 3 6 
